State/UT,Hotel Name,City,Hotel Category,Hotel Type,Star Rating,Amenities,Nearby Tourist Places,Tourist Place Types,Distances (km)
Haryana,Trident Gurgaon,Gurugram,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ambience Mall, Cyber Hub, Kingdom of Dreams, Sultanpur Bird Sanctuary, Leisure Valley","Heritage, Heritage, Heritage, Wildlife, Heritage","24, 25, 22, 24, 11"
Haryana,The Westin Gurgaon,Gurugram,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","IFFCO Chowk, Kingdom of Dreams, Leisure Valley, Cyber Hub, Galleria Market","Heritage, Heritage, Heritage, Heritage, Heritage","10, 22, 29, 3, 27"
Haryana,The Leela Ambience,Gurugram,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ambience Mall, Cyber Hub, Kingdom of Dreams, DLF Cyber City, Sultanpur Sanctuary","Heritage, Heritage, Heritage, Heritage, Wildlife","24, 25, 22, 7, 49"
Haryana,Taj City Centre,Gurugram,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Huda City Centre, Kingdom of Dreams, Leisure Valley, Appu Ghar, Galleria Market","Heritage, Heritage, Heritage, Heritage, Heritage","21, 22, 29, 29, 27"
Haryana,ITC Grand Bharat,Gurugram,Ultra Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Heritage Transport Museum, Damdama Lake, Sultanpur Sanctuary, Aravali Hills, Gurgaon","Heritage, Heritage, Wildlife, Hill Station, Heritage","15, 7, 22, 30, 27"
Haryana,Le Meridien Gurgaon,Gurugram,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Guru Dronacharya, Cyber Hub, Ambience Mall, Kingdom of Dreams, DLF Cyber City","Heritage, Heritage, Heritage, Heritage, Heritage","20, 25, 17, 17, 26"
Haryana,Crowne Plaza Gurgaon,Gurugram,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Signature Tower, Kingdom of Dreams, Leisure Valley, Cyber Hub, Galleria Market","Heritage, Heritage, Heritage, Heritage, Heritage","2, 22, 29, 3, 27"
Haryana,Hyatt Regency Gurgaon,Gurugram,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Manesar, Heritage Transport Museum, Sultanpur Sanctuary, Damdama Lake, Gurgaon","Heritage, Heritage, Wildlife, Heritage, Heritage","8, 3, 22, 25, 27"
Haryana,The Gateway Damdama,Gurugram,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Damdama Lake, Sohna Hot Springs, Heritage Transport Museum, Sultanpur Sanctuary, Gurgaon","Heritage, Heritage, Heritage, Wildlife, Heritage","29, 16, 7, 23, 27"
Haryana,Heritage Village Manesar,Manesar,Medium Luxury,Heritage Hotel,5★,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Manesar, Heritage Transport Museum, Sultanpur Sanctuary, Wet n Wild, Damdama Lake","Heritage, Heritage, Wildlife, Heritage, Heritage","8, 3, 22, 22, 14"
Haryana,DoubleTree by Hilton,Gurugram,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Golf Course Road, Cyber Hub, Ambience Mall, Kingdom of Dreams, Leisure Valley","Heritage, Heritage, Heritage, Heritage, Heritage","4, 25, 17, 17, 11"
Haryana,Radisson Udyog Vihar,Gurugram,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Udyog Vihar, Cyber Hub, Ambience Mall, DLF Cyber City, Kingdom of Dreams","Heritage, Heritage, Heritage, Heritage, Heritage","10, 25, 17, 7, 16"
Haryana,Courtyard Gurugram,Gurugram,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Sushant Lok, Galleria Market, Leisure Valley, Kingdom of Dreams, IFFCO Chowk","Heritage, Heritage, Heritage, Heritage, Heritage","12, 8, 29, 17, 9"
Haryana,Vivanta Surajkund,Gurugram,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Surajkund Lake, Tughlaqabad Fort, Asola Bhatti Sanctuary, Badkhal Lake, Crown Mall","Heritage, Heritage, Wildlife, Heritage, Heritage","13, 11, 10, 2, 25"
Haryana,Radisson Blu Faridabad,Faridabad,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Mathura Road, Badkhal Lake, Surajkund, Raja Nahar Singh Palace, Crown Interior Mall","Heritage, Heritage, Heritage, Heritage, Heritage","13, 14, 28, 26, 12"
Haryana,The Vivaan Resort,Gurugram,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","GT Road, Karna Lake, Cantonment Tower, Pukka Pul, Atal Park","Heritage, Heritage, Heritage, Heritage, Heritage","30, 29, 22, 10, 17"
Haryana,Noor Mahal,Gurugram,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Karna Lake, Cantonment Church Tower, Pukka Pul, Atal Park, Sheikh Chilli's Tomb","Heritage, Religious, Heritage, Heritage, Hill Station","21, 6, 9, 2, 23"
Haryana,Days Hotel Panipat,Panipat,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Panipat Battle Site, Ibrahim Lodhi Tomb, Kala Amb, Panipat Museum, Salar Gunj Gate","Heritage, Heritage, Heritage, Heritage, Heritage","21, 30, 12, 16, 6"
Haryana,WelcomHotel Bella Vista,Chandigarh,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Morni Hills, Pinjore Gardens, Nada Sahib, Cactus Garden, Sukhna Lake","Hill Station, Heritage, Heritage, Heritage, Heritage","19, 10, 21, 13, 17"
Haryana,Holiday Inn Panchkula,Chandigarh,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Nada Sahib, Pinjore Gardens, Morni Hills, Cactus Garden, Rock Garden","Heritage, Heritage, Hill Station, Heritage, Heritage","18, 10, 27, 13, 18"
Haryana,Grand Hyatt Gurgaon,Gurugram,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Golf Course Road, DLF Cyber City, Ambience Mall, Kingdom of Dreams, Sultanpur Sanctuary","Heritage, Heritage, Heritage, Heritage, Wildlife","4, 10, 17, 17, 49"
Haryana,Pullman Gurgaon,Gurugram,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","MG Road, Kingdom of Dreams, Leisure Valley, Cyber Hub, Galleria Market","Heritage, Heritage, Heritage, Heritage, Heritage","9, 22, 29, 3, 27"
Haryana,Best Western Manesar,Manesar,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Manesar, Heritage Transport Museum, Sultanpur Sanctuary, Wet n Wild, Damdama Lake","Heritage, Heritage, Wildlife, Heritage, Heritage","8, 3, 22, 22, 14"
Haryana,Lemon Tree Premier 2,Gurugram,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Leisure Valley, Kingdom of Dreams, IFFCO Chowk, Cyber Hub, Galleria Market","Heritage, Heritage, Heritage, Heritage, Heritage","17, 22, 18, 3, 27"
,,,,,,,,,
State,Hotel Name,,,,,,,,
West Bengal,ITC Royal Bengal,Kolkata,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Science City, Nicco Park, Victoria Memorial, Howrah Bridge, Dakshineswar Temple","Heritage, Heritage, Heritage, Hill Station, Religious","26, 18, 13, 29, 14"
West Bengal,ITC Sonar,Kolkata,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Science City, Birla Planetarium, Indian Museum, Victoria Memorial, Kalighat Temple","Heritage, Heritage, Heritage, Heritage, Religious","26, 13, 7, 29, 9"
West Bengal,The Oberoi Grand,Kolkata,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","New Market, Maidan, Indian Museum, Victoria Memorial, Eden Gardens","Heritage, Heritage, Heritage, Heritage, Heritage","8, 27, 7, 29, 19"
West Bengal,Taj Bengal,Kolkata,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Victoria Memorial, Alipore Zoo, National Library, Birla Planetarium, Maidan","Heritage, Wildlife, Heritage, Heritage, Heritage","30, 21, 5, 17, 29"
West Bengal,JW Marriott Kolkata,Kolkata,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Science City, Quest Mall, Victoria Memorial, Park Street, Birla Temple","Heritage, Heritage, Heritage, Heritage, Religious","26, 19, 13, 27, 5"
West Bengal,The Westin Rajarhat,Kolkata,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Eco Park, Mother's Wax Museum, Biswa Bangla Gate, Nazrul Tirtha, City Centre 2","Heritage, Heritage, Heritage, Heritage, Heritage","24, 19, 12, 15, 26"
West Bengal,The Lalit Great Eastern,Dalhousie,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Dalhousie Square, High Court, St. John's Church, Eden Gardens, Millennium Park","Hill Station, Heritage, Religious, Heritage, Heritage","5, 24, 18, 10, 22"
West Bengal,Taj City Centre New Town,Kolkata,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","City Centre 2, Eco Park, Mother's Wax Museum, Biswa Bangla Gate, Nazrul Tirtha","Heritage, Heritage, Heritage, Heritage, Heritage","12, 2, 17, 2, 13"
West Bengal,Hyatt Regency Kolkata,Kolkata,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Salt Lake Stadium, Nicco Park, Science City, City Centre 1, Sector V","Heritage, Heritage, Heritage, Heritage, Heritage","25, 18, 3, 20, 9"
West Bengal,Novotel Kolkata Hotel,Kolkata,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Axis Mall, Eco Park, Mother's Wax Museum, Biswa Bangla Gate, Nazrul Tirtha","Heritage, Heritage, Heritage, Heritage, Heritage","11, 2, 17, 2, 13"
West Bengal,Glenburn Tea Estate,Darjeeling,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Tea Gardens, Darjeeling Town, Tiger Hill, Batasia Loop, Rangeet River","Heritage, Hill Station, Wildlife, Heritage, Heritage","21, 16, 40, 9, 12"
West Bengal,Mayfair Darjeeling,Darjeeling,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Mall Road, Tiger Hill, Batasia Loop, Himalayan Mountaineering Institute, Zoo","Heritage, Wildlife, Heritage, Hill Station, Wildlife","5, 57, 2, 22, 23"
West Bengal,"The Elgin, Darjeeling",Darjeeling,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Himalayan Railway, Mall Road, Observatory Hill, Peace Pagoda, Tiger Hill","Hill Station, Heritage, Hill Station, Heritage, Wildlife","29, 20, 19, 17, 45"
West Bengal,Taj Chia Kutir,Darjeeling,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Kurseong, Makaibari Tea Estate, Darjeeling, Tiger Hill, Salamander Lake","Heritage, Heritage, Hill Station, Wildlife, Heritage","17, 16, 10, 48, 23"
West Bengal,The Elgin Silver Oaks,Kolkata,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Durpin Dara, Deolo Hill, Flower Nursery, Graham's Home, Thongsa Gompa","Heritage, Hill Station, Heritage, Heritage, Heritage","11, 9, 18, 17, 9"
West Bengal,Mayfair Himalayan Resort,Kolkata,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Delo Hill, Durpin Dara, Pine View Nursery, Kalimpong Market, Dr. Graham's Home","Hill Station, Heritage, Heritage, Heritage, Heritage","6, 7, 26, 28, 7"
West Bengal,Mayfair Tea Resort,Siliguri,Ultra Luxury,Resort,5★,"WiFi, Swimming Pool, Spa, Gym, Parking","Sukna Forest, Siliguri, Salugara Monastery, Mahananda Wildlife Sanctuary, ISKCON","Heritage, Heritage, Religious, Wildlife, Heritage","7, 24, 15, 7, 30"
West Bengal,Courtyard Siliguri,Siliguri,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Hill Cart Road, Salugara Monastery, ISKCON Temple, Coronation Bridge, Hong Kong Market","Hill Station, Religious, Religious, Hill Station, Heritage","8, 17, 15, 22, 13"
West Bengal,The Sana Beach Resort,Mumbai,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Mandarmani Beach, Tajpur, Digha, Shankarpur Beach, Marine Drive","Beach, Heritage, Heritage, Beach, Beach","23, 14, 29, 5, 16"
West Bengal,Raajkutir SeleQtions,Kolkata,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Swabhumi, Science City, Nicco Park, Salt Lake Central Park, Salt Lake Stadium","Heritage, Heritage, Heritage, Heritage, Heritage","29, 4, 12, 14, 3"
West Bengal,Fairfield by Marriott,Kolkata,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","New Town, Eco Park, Mother's Wax Museum, Biswa Bangla Gate, Nazrul Tirtha","Heritage, Heritage, Heritage, Heritage, Heritage","19, 2, 17, 2, 13"
West Bengal,The Park Kolkata,Kolkata,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Park Street, Victoria Memorial, Maidan, Indian Museum, St. Paul's Cathedral","Heritage, Heritage, Heritage, Heritage, Heritage","13, 18, 7, 18, 12"
West Bengal,Kenilworth Hotel,Kolkata,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Little Russell St, Victoria Memorial, Birla Planetarium, St. Paul's Cathedral, Maidan","Heritage, Heritage, Heritage, Heritage, Heritage","8, 18, 23, 18, 29"
West Bengal,Holiday Inn Airport,Kolkata,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Airport, Eco Park, Mother's Wax Museum, Biswa Bangla Gate, Nazrul Tirtha","Heritage, Heritage, Heritage, Heritage, Heritage","18, 2, 17, 2, 13"
West Bengal,Hotel Sea Hawk,Digha,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Digha Beach, Marine Aquarium, Amarabati Park, Old Digha, Shankarpur","Beach, Heritage, Heritage, Heritage, Heritage","4, 25, 5, 14, 3"
,,,,,,,,,
State,Hotel Name,,,,,,,,
Andhra,Novotel Varun Beach,Visakhapatnam,Ultra Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","RK Beach, Submarine Museum, Kailasagiri, VUDA Park, Ross Hill","Beach, Heritage, Heritage, Heritage, Hill Station","13, 28, 26, 5, 31"
Andhra,The Park Vizag,Visakhapatnam,Ultra Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","VUDA Park, Tenneti Park, Indira Gandhi Zoo, RK Beach, Submarine Museum","Heritage, Heritage, Wildlife, Beach, Heritage","19, 14, 29, 16, 27"
Andhra,Taj Gateway Vizag,Visakhapatnam,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","RK Beach, Dolphin's Nose, Simhachalam Temple, Kailasagiri, Submarine Museum","Beach, Heritage, Religious, Heritage, Heritage","13, 9, 18, 14, 27"
Andhra,Radisson Blu Vizag,Visakhapatnam,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Rushikonda Beach, Kailasagiri, Zoo Park, Rama Krishna Beach, Submarine Museum","Beach, Heritage, Wildlife, Beach, Heritage","4, 16, 38, 11, 27"
Andhra,WelcomHotel Bay,Visakhapatnam,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Grand Bay, RK Beach, Submarine Museum, Kailasagiri, VUDA Park","Heritage, Beach, Heritage, Heritage, Heritage","5, 6, 29, 14, 8"
Andhra,Four Points Sheraton,Visakhapatnam,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Ramnagar, RK Beach, Submarine Museum, Kailasagiri, VUDA Park","Heritage, Beach, Heritage, Heritage, Heritage","18, 6, 29, 14, 8"
Andhra,Fairfield by Marriott,Visakhapatnam,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","NAD Junction, Simhachalam Temple, RK Beach, Submarine Museum, Kailasagiri","Heritage, Religious, Beach, Heritage, Heritage","12, 2, 12, 29, 30"
Andhra,Novotel Vijayawada,Vijayawada,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Benz Circle, Kanaka Durga Temple, Undavalli Caves, Prakasam Barrage, Bhavani Island","Heritage, Religious, Adventure, Heritage, Heritage","14, 18, 34, 7, 24"
Andhra,Gateway MG Road,Visakhapatnam,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Kanaka Durga Temple, Prakasam Barrage, Bhavani Island, Victoria Museum, Undavalli","Religious, Heritage, Heritage, Heritage, Heritage","12, 9, 17, 9, 27"
Andhra,Vivanta Vijayawada,Vijayawada,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","MG Road, Kanaka Durga Temple, Undavalli Caves, Prakasam Barrage, Bhavani Island","Heritage, Religious, Adventure, Heritage, Heritage","9, 18, 34, 7, 24"
Andhra,Hyatt Place Vijayawada,Vijayawada,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Gunadala, Kanaka Durga Temple, Prakasam Barrage, Bhavani Island, Undavalli","Heritage, Religious, Heritage, Heritage, Heritage","17, 18, 23, 12, 27"
Andhra,Taj Tirupati,Tirupati,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Tirumala Temple, Kapila Theertham, SV Zoo, Regional Science Centre, Chandragiri Fort","Religious, Heritage, Wildlife, Heritage, Heritage","11, 3, 19, 25, 16"
Andhra,Fortune Select Tirupati,Tirupati,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Shilparamam, Tirumala Temple, ISKCON Temple, Govindaraja Temple, Kapila Theertham","Heritage, Religious, Religious, Religious, Heritage","13, 11, 15, 1, 23"
Andhra,Marasa Sarovar Tirupati,Tirupati,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Tirumala, Kapila Theertham, ISKCON Temple, Govindaraja Temple, SV Zoo","Heritage, Heritage, Religious, Religious, Wildlife","22, 3, 15, 1, 6"
Andhra,Golden Tulip Tirupati,Tirupati,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Renigunta Road, Tirumala Temple, Kapila Theertham, ISKCON Temple, SV Zoo","Heritage, Religious, Heritage, Religious, Wildlife","5, 11, 15, 5, 6"
Andhra,Grand Kakinada by GRT,Kakinada,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Coringa Wildlife Sanctuary, Hope Island, Uppada Beach, Kakinada Port, Samalkot","Wildlife, Heritage, Beach, Heritage, Heritage","13, 8, 7, 9, 15"
Andhra,Manjeera Sarovar,Kakinada,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Godavari River, Sir Arthur Cotton Museum, ISKCON Temple, Dowleswaram, Papi Hills","Heritage, Heritage, Religious, Heritage, Hill Station","15, 18, 15, 28, 25"
Chandigarh,Triguna Clarks Inn,Chandigarh,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Konda Reddy Burrs, Orvakal Rock Garden, Rollapadu Sanctuary, Belum Caves, Mantralayam","Heritage, Heritage, Wildlife, Adventure, Heritage","8, 8, 53, 10, 4"
Andhra,WelcomHotel Guntur,Guntur,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Amaravathi, Uppalapadu Bird Sanctuary, Kondaveedu Fort, Ethipothala Falls, Nagarjuna Sagar","Heritage, Wildlife, Heritage, Adventure, Heritage","19, 51, 3, 33, 12"
Andhra,Minerva Grand Nellore,Nellore,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Ranganatha Temple, Nellapattu Sanctuary, Pulicat Lake, Penna River, Mypadu Beach","Religious, Wildlife, Heritage, Heritage, Beach","5, 17, 12, 24, 7"
Andhra,Dolphin Hotel Vizag,Visakhapatnam,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Daba Gardens, RK Beach, Submarine Museum, Kailasagiri, VUDA Park","Heritage, Beach, Heritage, Heritage, Heritage","3, 6, 29, 14, 8"
Andhra,Quality Hotel DV Manor,Vijayawada,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","MG Road, Kanaka Durga Temple, Undavalli Caves, Prakasam Barrage, Bhavani Island","Heritage, Religious, Adventure, Heritage, Heritage","9, 18, 34, 7, 24"
Andhra,Green Park Vizag,Visakhapatnam,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Waltair Main Rd, RK Beach, Submarine Museum, Kailasagiri, VUDA Park","Heritage, Beach, Heritage, Heritage, Heritage","27, 6, 29, 14, 8"
Andhra,Pai Viceroy Tirupati,Tirupati,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Kapila Theertham, Tirumala Temple, ISKCON Temple, SV Zoo, Govindaraja Temple","Heritage, Religious, Religious, Wildlife, Religious","17, 11, 15, 60, 5"
Andhra,Haritha Gandikota,Visakhapatnam,Medium Luxury,Business Hotel,4★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Grand Canyon of India, Gandikota Fort, Pennar River, Belum Caves, Mylavaram Dam","Heritage, Heritage, Heritage, Adventure, Heritage","24, 30, 17, 10, 27"
,,,,,,,,,
State,Hotel Name,,,,,,,,
Odisha,Vivanta Bhubaneswar,Bhubaneswar,Ultra Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Lingaraj Temple, Udayagiri Caves, Dhauli Stupa, Nandankanan Zoo, Museum","Religious, Adventure, Religious, Wildlife, Heritage","16, 13, 17, 10, 24"
Odisha,Mayfair Lagoon,Bhubaneswar,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Udayagiri Caves, Khandagiri, Lingaraj Temple, Nandankanan Zoo, Science Park","Adventure, Heritage, Religious, Wildlife, Heritage","28, 9, 9, 10, 29"
Odisha,Trident Bhubaneswar,Bhubaneswar,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Nandankanan Zoo, Lingaraj Temple, Udayagiri Caves, Dhauli Stupa, State Museum","Wildlife, Religious, Adventure, Religious, Heritage","40, 2, 6, 2, 7"
Odisha,WelcomHotel Bhubaneswar,Bhubaneswar,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Dhauli Stupa, Lingaraj Temple, Udayagiri Caves, Nandankanan Zoo, Mukteswar Temple","Religious, Religious, Adventure, Wildlife, Religious","12, 2, 6, 10, 18"
Odisha,Fortune Park Sishmo,Bhubaneswar,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","State Museum, Lingaraj Temple, Udayagiri Caves, Dhauli Stupa, Rajarani Temple","Heritage, Religious, Adventure, Religious, Religious","23, 2, 6, 2, 14"
Odisha,Swosti Premium,Bhubaneswar,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Jayadev Vatika, Lingaraj Temple, Udayagiri Caves, Nandankanan Zoo, State Museum","Heritage, Religious, Adventure, Wildlife, Heritage","15, 2, 6, 10, 7"
Odisha,Mayfair Heritage Puri,Puri,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Jagannath Temple, Puri Beach, Gundicha Temple, Swargadwar, Raghurajpur","Religious, Beach, Religious, Heritage, Heritage","15, 2, 14, 30, 25"
Odisha,Mayfair Waves,Puri,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Puri Beach, Jagannath Temple, Chilika Lake, Konark Sun Temple, Raghurajpur","Beach, Religious, Heritage, Religious, Heritage","17, 18, 11, 13, 25"
Odisha,Sterling Puri,Puri,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Golden Beach, Jagannath Temple, Swargadwar, Chilika Lake, Konark Sun Temple","Beach, Religious, Heritage, Heritage, Religious","2, 18, 16, 5, 13"
Odisha,Hans Coco Palms,Puri,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Swargadwar, Jagannath Temple, Puri Beach, Raghurajpur, Gundicha Temple","Heritage, Religious, Beach, Heritage, Religious","23, 18, 10, 14, 2"
Odisha,Chariot Resort & Spa,Mumbai,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Marine Drive, Puri Beach, Jagannath Temple, Konark Sun Temple, Chilika Lake","Beach, Beach, Religious, Religious, Heritage","16, 2, 6, 13, 2"
Odisha,Toshali Sands,Puri,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Balukhand Reserve, Konark Sun Temple, Puri Beach, Jagannath Temple, Chilika Lake","Wildlife, Religious, Beach, Religious, Heritage","58, 18, 10, 15, 2"
Odisha,Mayfair Palm Beach,Chilika,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Gopalpur Beach, Lighthouse, Chilika Lake, Tara Tarini Temple, Pati Sonepur","Beach, Heritage, Heritage, Religious, Heritage","3, 26, 11, 4, 24"
Odisha,Swosti Palm Resort,Chilika,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Lighthouse, Gopalpur Beach, Chilika Lake, Tara Tarini Temple, Rushikulya","Heritage, Beach, Heritage, Religious, Heritage","18, 4, 11, 4, 2"
Odisha,Swosti Chilika Resort,Chilika,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Chilika Lake, Kalijai Temple, Nalabana Sanctuary, Mangalajodi, Honeymoon Island","Heritage, Religious, Wildlife, Heritage, Heritage","24, 1, 19, 16, 29"
Odisha,Lotus Eco Resort,Visakhapatnam,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Sun Temple, Konark Beach, Chandrabhaga Beach, Puri, Ramchandi Temple","Religious, Beach, Beach, Heritage, Religious","9, 7, 12, 5, 9"
