State,Hotel Name,Type,Amenities,Nearby Tourist Places
Meghalaya,Polo Orchid Resort,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Seven Sisters Falls, Mawsmai Cave, Nohkalikai Falls, Double Decker Bridge, Eco Park"
Meghalaya,Tripura Castle,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Golf Links, Ward's Lake, Don Bosco Museum, Shillong Peak, Elephant Falls"
Sikkim,Mayfair Spa Resort,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Rumtek Monastery, MG Marg, Tsomgo Lake, Nathula Pass, Enchey Monastery"
Sikkim,Taj Guras Kutir,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Pangthang, Tsomgo Lake, Rumtek Monastery, MG Marg, Hanuman Tok"
Sikkim,The Elgin Nor-Khill,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","MG Marg, Enchey Monastery, Flower Show, Do Drul Chorten, Rumtek"
Sikkim,Ramada Gangtok,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Deorali, MG Marg, Tsomgo Lake, Nathula Pass, Rumtek Monastery"
Sikkim,The Elgin Mount Pandim,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Pemayangtse, Rabdentse Ruins, Khecheopalri Lake, Kanchenjunga Falls, Helipad"
Sikkim,Chumbi Mountain Retreat,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Sanga Choeling, Pemayangtse Monastery, Rabdentse, Rimbi Falls, Khecheopalri"
Tripura,Hotel Polo Towers,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ujjayanta Palace, Neermahal, Sepahijala, Unakoti, Tripura Sundari Temple"
Nagaland,Niathu Resort,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Kachari Ruins, Dimapur Market, Kohima, Dzükou Valley, Triple Falls"
Nagaland,Hotel Vivor,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Kisama Village, Kohima War Cemetery, Kohima Museum, Japfü Peak, Khonoma"
Arunachal,Dirang Boutique Cottages,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Dirang Valley, Sangti Valley, Tawang, Dirang Dzong, Hot Springs"
Mizoram,Hotel Regency,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Solomon's Temple, Mizoram State Museum, Durtlang Hills, Reiek, Hmuifang"
Manipur,Classic Grande,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Kangla Fort, Ima Keithel, Loktak Lake, Sendra Island, War Cemetery"
Assam,The Manor - Heritage,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Tea Gardens, Majuli Island, Gibbon Sanctuary, Tocklai Research, Gymkhana"
Sikkim,Denzong Regency,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Enchey Monastery, MG Marg, Tsomgo Lake, Nathula Pass, Rumtek Monastery"
Bihar,Hotel Maurya,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Gandhi Maidan, Patna Museum, Golghar, Sanjay Gandhi Zoo, Takht Sri Patna"
Bihar,Lemon Tree Premier,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Exhibition Road, Gandhi Maidan, Patna Museum, Golghar, Zoo"
Bihar,Panache Hotel,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Gandhi Maidan, Ganga River, Golghar, Patna Museum, Zoo"
Bihar,The Bodhi Tree Hotel,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Mahabodhi Temple, Great Buddha Statue, Thai Monastery, Tergar Monastery, Museum"
Bihar,Marasa Sarovar Bodhgaya,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Thai Temple, Mahabodhi Temple, Bhutanese Monastery, Great Buddha, Dungeshwari"
Bihar,Oaks Bodhgaya,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Japanese Temple, Mahabodhi Temple, Thai Monastery, Great Buddha Statue, Museum"
Bihar,Indo Hokke Hotel,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Vulture Peak, Vishwa Shanti Stupa, Rajgir Ropeway, Bimbisara Jail, Swarna Bhandar"
Jharkhand,Radisson Blu Ranchi,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Main Road, Rock Garden, Pahari Mandir, Tagore Hill, Hundru Falls"
Jharkhand,Chanakya BNR Hotel,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ranchi Station, Rock Garden, Tagore Hill, Pahari Mandir, Dassam Falls"
Jharkhand,Le Lac Sarovar Portico,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ranchi Lake, Rock Garden, Tagore Hill, Pahari Mandir, Jagannath Temple"
Jharkhand,Ramada Jamshedpur,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Bistupur, Jubilee Park, Tata Steel Zoo, Dalma Wildlife, Dimna Lake"
Jharkhand,The Sonnet,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Bistupur, Jubilee Park, Tata Steel Zoo, Dalma Hills, Dimna Lake"
Jharkhand,Fortune Park Centre Point,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Tata Steel, Jubilee Park, Jayanti Sarovar, Dimna Lake, Dalma Wildlife"
Jharkhand,Hotel Imperial Heights,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Baidyanath Dham, Tapovan, Trikut Pahar, Naulakha Temple, Satsang Ashram"
Chhattisgarh,Courtyard Raipur,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Labhandi, Marine Drive, Naya Raipur, Magneto Mall, Purkhouti Muktangan"
Chhattisgarh,Hyatt Raipur,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Magneto Mall, Swami Vivekananda Sarovar, Nandan Van, Ghatarani Falls, Zoo"
Chhattisgarh,Sayaji Hotel Raipur,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","GE Road, Marine Drive, Magneto Mall, Purkhouti Muktangan, Naya Raipur"
Chhattisgarh,Babylon Capital,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","VIP Road, Marine Drive, Nandan Van, Magneto Mall, Purkhouti Muktangan"
Chhattisgarh,Mayfair Lake Resort,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Naya Raipur, Jungle Safari, Purkhouti Muktangan, Statue of Unity (Raipur), Zoo"
Chhattisgarh,Courtyard Bilaspur,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Mangla Chowk, Rama Magneto Mall, City Mall 36, Kanan Pendari, Ratanpur"
Chhattisgarh,Amit Park International,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Civic Center, Maitri Bagh Zoo, Tandula Dam, Dhamdha Fort, Bhilai"
Bihar,Hotel Gargee Grand,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Exhibition Road, Gandhi Maidan, Golghar, Patna Museum, Zoo"
Jharkhand,Sonotel,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ozone Galleria, Bhatinda Falls, Maithon Dam, Panchet Dam, Birsa Munda Park"
Chhattisgarh,VW Canyon,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","VIP Road, Marine Drive, Naya Raipur, Jungle Safari, Magneto Mall"
Jharkhand,Bokaro Mall Hotel,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Bokaro Mall, City Park, Bokaro Steel Plant, Jagannath Temple, Garga Dam"
Goa,Taj Exotica Resort & Spa,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Benaulim Beach, Colva Beach, Varca Beach, Fatorda Stadium, San Thome Museum"
Goa,The Leela Goa,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Mobor Beach, Cavelossim Beach, Sal River, Betul Fort, Cabo de Rama Fort"
Goa,ITC Grand Goa,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Arossim Beach, Utorda Beach, Majorda Beach, Velsao Beach, Three Kings Chapel"
Goa,Alila Diwa Goa - Hyatt,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Majorda Beach, Sunset Beach, Colva Beach, Martin's Corner, Mother of God Church"
Goa,W Goa,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Vagator Beach, Chapora Fort, Anjuna Beach, Ozran Beach, Hilltop Goa"
Goa,Grand Hyatt Goa,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Bambolim Beach, Goa University, Dona Paula View Point, Miramar Beach, Panaji"
Goa,Taj Fort Aguada Resort & Spa,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Aguada Fort, Candolim Beach, Sinquerim Beach, Lighthouse Aguada, Calangute Beach"
Goa,Taj Holiday Village Resort,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Sinquerim Beach, Candolim Beach, Aguada Fort, Baga Beach, Museum of Goa"
Goa,Taj Cidade de Goa Heritage,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Miramar Beach, Dona Paula View Point, Raj Bhavan, Vainguinim Beach, Panaji"
Goa,Taj Cidade de Goa Horizon,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Dona Paula View Point, Miramar Beach, Caranzalem Beach, Panaji, Immaculate Conception Church"
Goa,Novotel Goa Resort & Spa,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Candolim Beach, Calangute Beach, Baga Beach, Aguada Fort, Saturday Night Market"
Goa,DoubleTree by Hilton Goa,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Anjuna Beach, Baga Beach, Arpora Saturday Market, Splashdown Waterpark, Calangute Beach"
Goa,"Vivanta Goa, Panaji",Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Immaculate Conception, Fontainhas, Mandovi River Cruise, Miramar Beach, Goa Museum"
Goa,The Yellow House,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Vagator Beach, Chapora Fort, Anjuna Flea Market, Ozran Beach, Thalassa"
Goa,The Lalit Golf & Spa Resort,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Palolem Beach, Patnem Beach, Rajbag Beach, Talpona Beach, Cotigao Wildlife Sanctuary"
Goa,Hyatt Centric Candolim,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Calangute Beach, Candolim Beach, Baga Beach, Newton's Supermarket, Snow Park"
Goa,Le Meridien Goa,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Baga Beach, Calangute Beach, Tito's Lane, Casino Palms, Anjuna Beach"
Goa,Marquis Beach Resort,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Morjim Beach, Ashwem Beach, Chapora River, Turtle Nesting Site, Arambol Beach"
Goa,Hilton Goa Resort,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Nerul River, Candolim Beach, Coco Beach, Reis Magos Fort, Saipem Village"
Goa,Fairfield by Marriott Anjuna,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Anjuna Beach, Vagator Beach, Chapora Fort, Baga Beach, Saturday Night Market"
Goa,Hard Rock Hotel Goa,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Calangute Beach, Baga Beach, Candolim Beach, Tito's Lane, St. Alex Church"
Goa,Acron Waterfront Resort,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Baga Creek, Baga Beach, Calangute Beach, Anjuna Beach, Saturday Night Market"
Goa,Resort Rio,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Saturday Night Market, Baga Beach, Anjuna Beach, Calangute Beach, Arpora Hill"
Goa,The St. Regis Goa Resort,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Mobor Beach, Cavelossim Beach, Betul Fort, Sal River, Varca Beach"
Goa,Holiday Inn Resort Goa,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Mobor Beach, Cavelossim Beach, Betul Beach, Cabo de Rama Fort, Colva Beach"
Tamil Nadu,ITC Grand Chola,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Guindy National Park, Birla Planetarium, Marina Beach, Kapaleeshwarar Temple, St. Thomas Mount"
Tamil Nadu,Taj Coromandel,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Kapaleeshwarar Temple, Marina Beach, Fort St. George, San Thome Basilica, Government Museum"
Tamil Nadu,Taj Connemara,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Spencer Plaza, Express Avenue, Government Museum, Mount Road, Marina Beach"
Tamil Nadu,The Leela Palace Chennai,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Marina Beach, San Thome Basilica, Kapaleeshwarar Temple, Vivekananda House, Elliot's Beach"
Tamil Nadu,Park Hyatt Chennai,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Raj Bhavan, Guindy National Park, Phoenix Marketcity, Anna University, St. Thomas Mount"
Tamil Nadu,Taj Fisherman's Cove,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Kovalam Beach, DakshinaChitra, MGM Dizzee World, Muttukadu Boat House, Crocodile Bank"
Tamil Nadu,Hilton Chennai,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Ekkatuthangal, Guindy Industrial Estate, Phoenix Marketcity, T. Nagar, Marina Beach"
Tamil Nadu,The Westin Velachery,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Phoenix Marketcity, Guindy National Park, IIT Madras, Velachery Lake, T. Nagar"
Tamil Nadu,Hyatt Regency Chennai,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Teynampet, US Consulate, Pondy Bazaar, Semmozhi Poonga, Marina Beach"
Tamil Nadu,Radisson Blu Temple Bay,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Shore Temple, Five Rathas, Arjuna's Penance, Krishna's Butterball, Mahabalipuram Beach"
Tamil Nadu,InterContinental Chennai,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","The Crocodile Bank, Kovalam Beach, Shore Temple, Five Rathas, DakshinaChitra"
Tamil Nadu,Sheraton Grand Chennai,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Tiger Cave, Mahabalipuram Beach, Shore Temple, Five Rathas, Muttukadu Boat House"
Tamil Nadu,Visalam - CGH Earth,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Chettinad Palace, Athangudi Tile Factory, Karaikudi Antique Market, Kanadukathan, Thirumayam Fort"
Tamil Nadu,Chidambara Vilas,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Thirumayam Fort, Pudukkottai Palace, Chettinad Mansions, Athangudi, Karaikudi"
Tamil Nadu,Mantra Koodam,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Airavatesvara Temple, Brihadeeswarar Temple, Kumbakonam Temples, Gangaikonda Cholapuram, Darasuram"
Tamil Nadu,Heritage Madurai,Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Meenakshi Temple, Thirumalai Nayak Palace, Gandhi Museum, Alagar Koyil, Mariamman Teppakulam"
Tamil Nadu,The Gateway Pasumalai,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Thirumalai Nayak Palace, Meenakshi Temple, Gandhi Museum, Vaigai Dam, Samanar Hills"
Tamil Nadu,Savoy - IHCL SeleQtions,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Ooty Lake, Botanical Gardens, Doddabetta Peak, Rose Garden, Nilgiri Mountain Railway"
Tamil Nadu,Gateway Coonoor,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Sim's Park, Dolphin's Nose, Lamb's Rock, Catherine Falls, Nilgiri Mountain Railway"
Tamil Nadu,The Tamara Kodai,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Kodaikanal Lake, Bryant Park, Coaker's Walk, Pillar Rocks, Silver Cascade Falls"
Tamil Nadu,Great Trails Kodaikanal,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Coaker's Walk, Bryant Park, Kodaikanal Lake, Guna Caves, Pine Forest"
Tamil Nadu,Great Trails Yercaud,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Yercaud Lake, Lady's Seat, Killiyur Falls, Pagoda Point, Shevaroy Temple"
Tamil Nadu,The Residency Rameswaram,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ramanathaswamy Temple, Dhanushkodi, Agni Teertham, Pamban Bridge, APJ Memorial"
Tamil Nadu,The Residency Coimbatore,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Marudamalai Temple, Adiyogi Statue, Perur Temple, Siruvani Falls, VOC Park"
Tamil Nadu,Vivanta Coimbatore,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Adiyogi Shiva Statue, Marudamalai Temple, Isha Yoga Center, Brookefields Mall, Zoo"
UP,The Oberoi Amarvilas,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Taj Mahal, Agra Fort, Mehtab Bagh, Itmad-ud-Daula, Akbar's Tomb"
UP,Taj Hotel Agra,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Taj Mahal, Agra Fort, Sadar Bazaar, Fatehpur Sikri, Kalakriti Center"
UP,ITC Mughal,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Agra Fort, Taj Mahal, Jama Masjid, Mehtab Bagh, Anguri Bagh"
UP,Jaypee Palace Hotel,Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Taj Mahal, Agra Fort, Fatehpur Sikri, Sikandra, Mankameshwar Temple"
UP,The Grand Imperial,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Agra Fort, Jama Masjid, Kinari Bazaar, Taj Mahal, Itmad-ud-Daula"
UP,Taj Ganges Varanasi,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Kashi Vishwanath, Dashashwamedh Ghat, Manikarnika Ghat, Sarnath, Assi Ghat"
UP,Taj Nadesar Palace,Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Sarnath, Ramnagar Fort, Dhamekh Stupa, Chaukhandi Stupa, Tibetan Temple"
UP,Brijrama Palace,Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Dashashwamedh Ghat, Kashi Vishwanath, Munshi Ghat, Bharat Kala Bhavan, Sankat Mochan"
UP,Radisson Varanasi,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Cantonment, Bharat Mata Mandir, BHU, Tulsi Manas Temple, Durga Kund Temple"
UP,Taj Mahal Lucknow,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ambedkar Park, Gomti Riverfront Park, Janeshwar Mishra Park, Residency, Bara Imambara"
UP,Hyatt Regency Lucknow,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","High Court, Gomti Nagar, Indira Gandhi Pratishthan, Wave Mall, Singapore Mall"
UP,Renaissance Lucknow,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Gomti Riverfront, Ambedkar Park, Fun Republic Mall, Hazratganj, Riverside Mall"
UP,Lebua Lucknow,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Hazratganj, Vidhan Sabha, Residency, Chota Imambara, British Residency"
UP,Novotel Lucknow,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ekana Stadium, Phoenix Palassio, Anandi Water Park, Janeshwar Mishra Park, Gomti Nagar"
UP,Clarks Avadh,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Bara Imambara, Rumi Darwaza, Chattar Manzil, Hussainabad Clock Tower, Marine Drive"
UP,Radisson Blu MBD Noida,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","DLF Mall of India, The Great India Place, Worlds of Wonder, ISKCON Noida, Bird Sanctuary"
UP,Jaypee Greens Resort,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Formula 1 Track, Surajpur Bird Sanctuary, Pari Chowk, Stellar Museum, City Park"
UP,Crowne Plaza G. Noida,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Expo Mart, Grand Venice Mall, Buddh Circuit, Gautam Buddha University, Surajpur"
UP,WelcomHeritage Badi Kothi,Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Sangam, Allahabad Fort, Anand Bhavan, Khusro Bagh, Alfred Park"
UP,Park Inn by Radisson,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ram Mandir, Hanuman Garhi, Kanak Bhawan, Nageshwarnath Temple, Saryu River Ghats"
UP,The Ramada Sravasti,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Jetavana, Anathapindika Stupa, Angulimala Stupa, Thai Temple, Shobhnath Temple"
UP,Courtyard by Marriott,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Taj Mahal, Agra Fort, Shilpgram, Kalakriti Theatre, TDI Mall"
UP,Crystal Sarovar Agra,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Taj Mahal, Agra Fort, Sadar Bazaar, Mankameshwar Temple, Agra Cantonment"
UP,Ramada Plaza Varanasi,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Cantonment, Sarnath, Bharat Mata Mandir, Jantar Mantar, Dasaswamedh Ghat"
UP,Nataraj Sarovar Jhansi,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Jhansi Fort, Rani Mahal, Government Museum, Orchha, St. Jude's Shrine"
UK,Taj Rishikesh Resort,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","River Ganga, Laxman Jhula, Beatles Ashram, Triveni Ghat, Neer Garh Waterfall"
UK,Ananda in the Himalayas,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Narendra Nagar, Rishikesh, Vashishta Gufa, Kunjapuri Temple, Neer Waterfall"
UK,The Roseate Ganges,Beach Resort,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Shivpuri, Byasi, Marine Drive Rishikesh, Vashishta Gufa, Jumpin Heights"
UK,JW Marriott Walnut Grove,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Kempty Falls, Mussoorie Lake, Happy Valley, Lal Tibba, Clouds End"
UK,The Savoy SeleQtions,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Library Bazaar, Mall Road, Gun Hill, Camel's Back Road, Landour"
UK,Jaypee Residency Manor,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Mall Road, Gun Hill, Adventure Park, Jharipani Falls, Bhatta Falls"
UK,WelcomHotel The Savoy,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Gun Hill, Landour Clock Tower, Christ Church, Mussoorie Lake, Kempty Falls"
UK,Taj Corbett Resort,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Corbett National Park, Garjiya Devi Temple, Corbett Falls, Jim Corbett Museum, Sitabani"
UK,Paatlidun Safari Lodge,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Jim Corbett Park, Kosi River, Garjiya Temple, Corbett Museum, Hanuman Dham"
UK,The Riverview Retreat,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Kosi River, Corbett National Park, Garjiya Devi Temple, Corbett Falls, Dhikala Zone"
UK,Aahana Corbett Wilderness,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Bijrani Zone, Corbett National Park, Garjiya Temple, Jim Corbett Museum, Sitabani"
UK,Namah Resort,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Dhikala Zone, Kosi River, Garjiya Devi Temple, Sitabani Temple, Corbett Falls"
UK,Pilibhit House Haridwar,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Har Ki Pauri, Mansa Devi Temple, Chandi Devi Temple, Shanti Kunj, Rajaji Park"
UK,Radisson Blu Haridwar,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Industrial Area, Har Ki Pauri, Daksh Mahadev Temple, Patanjali Yogpeeth, Crystal World"
UK,Hyatt Regency Dehradun,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Malsi Deer Park, Robber's Cave, Sahastradhara, Tapkeshwar Temple, FRI"
UK,Vishranti Resort,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","FRI, Sahaspur, Robber's Cave, Mindrolling Monastery, Clock Tower Dehradun"
UK,The Naini Retreat,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Naini Lake, Naina Devi Temple, Snow View Point, Tiffin Top, Cave Garden"
UK,Shervani Hilltop,Resort,"WiFi, Swimming Pool, Spa, Gym, Parking","Mall Road, Naina Peak, Eco Cave Garden, Bhimtal Lake, Sattal"
UK,The Fern Hillside,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Bhimtal Lake, Aquarium Island Cafe, Hidimba Devi Temple, Victoria Dam, Nal Damyanti"
UK,The Himalayan Living,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Chauli Ki Jali, Mukteshwar Mahadev Temple, Bhalu Gaad Falls, Peora Village, Ramgarh"
UK,WelcomHeritage Windsor,Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Golf Course Ranikhet, Chaubatia Orchards, Jhula Devi Temple, Haidakhan, Majkhali"
UK,Clifftop Club Auli,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Nanda Devi Peak, Auli Artificial Lake, Joshimath, Gorson Bugyal, Trishul Peak"
UK,Aloha On The Ganges,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Laxman Jhula, Ram Jhula, Parmarth Niketan, Swarg Ashram, Neer Garh Waterfall"
UK,Seyfert Sarovar Dehradun,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","ISBT, Buddha Temple, Lacchiwala, Clement Town, Pacific Mall"
UK,Lebua Corbett,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Corbett Park, Kosi River, Garjiya Devi Temple, Corbett Museum, Sitabani Forest"
HP,Wildflower Hall Oberoi,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Kufri, Shimla Mall Road, Jakhu Temple, Christ Church, Viceregal Lodge"
HP,The Oberoi Cecil,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","The Mall Road, Ridge, Gaiety Heritage Complex, State Museum, Viceregal Lodge"
HP,Taj Theog Resort & Spa,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Fagu, Kufri, Narkanda, Hatu Peak, Chail"
